"Month","Avg. Players","Gain","% Gain","Peak Players","Game","Genre"
"February 2018",15741.35,"226.75","+1.46%",31972,"The Witcher 3: Wild Hunt","Singleplayer"
"January 2018",15514.6,"2582.83","+19.97%",29721,"The Witcher 3: Wild Hunt","Singleplayer"
"December 2017",12931.77,"-582.95","-4.31%",24798,"The Witcher 3: Wild Hunt","Singleplayer"
"November 2017",13514.72,"1363.72","+11.22%",28177,"The Witcher 3: Wild Hunt","Singleplayer"
"October 2017",12151,"1355.03","+12.55%",33188,"The Witcher 3: Wild Hunt","Singleplayer"
"September 2017",10795.97,"708.83","+7.03%",23085,"The Witcher 3: Wild Hunt","Singleplayer"
"August 2017",10087.14,"-4786.93","-32.18%",18445,"The Witcher 3: Wild Hunt","Singleplayer"
"July 2017",14874.07,"-1152.16","-7.19%",29255,"The Witcher 3: Wild Hunt","Singleplayer"
"June 2017",16026.23,"6239.75","+63.76%",34131,"The Witcher 3: Wild Hunt","Singleplayer"
"May 2017",9786.48,"-1386.81","-12.41%",17637,"The Witcher 3: Wild Hunt","Singleplayer"
"April 2017",11173.29,"860.74","+8.35%",22658,"The Witcher 3: Wild Hunt","Singleplayer"
"March 2017",10312.55,"-2706.48","-20.79%",19812,"The Witcher 3: Wild Hunt","Singleplayer"
"February 2017",13019.03,"-3029.60","-18.88%",25989,"The Witcher 3: Wild Hunt","Singleplayer"
"January 2017",16048.63,"4151.47","+34.89%",31967,"The Witcher 3: Wild Hunt","Singleplayer"
"December 2016",11897.16,"2784.15","+30.55%",24570,"The Witcher 3: Wild Hunt","Singleplayer"
"November 2016",9113.02,"333.46","+3.80%",21281,"The Witcher 3: Wild Hunt","Singleplayer"
"October 2016",8779.56,"-712.56","-7.51%",17821,"The Witcher 3: Wild Hunt","Singleplayer"
"September 2016",9492.12,"-61.88","-0.65%",18718,"The Witcher 3: Wild Hunt","Singleplayer"
"August 2016",9554.01,"-4876.45","-33.79%",18860,"The Witcher 3: Wild Hunt","Singleplayer"
"July 2016",14430.46,"-7693.33","-34.77%",31244,"The Witcher 3: Wild Hunt","Singleplayer"
"June 2016",22123.79,"12672.55","+134.08%",53576,"The Witcher 3: Wild Hunt","Singleplayer"
"May 2016",9451.24,"4345.82","+85.12%",49246,"The Witcher 3: Wild Hunt","Singleplayer"
"April 2016",5105.42,"-691.59","-11.93%",10318,"The Witcher 3: Wild Hunt","Singleplayer"
"March 2016",5797.01,"-1942.29","-25.10%",11539,"The Witcher 3: Wild Hunt","Singleplayer"
"February 2016",7739.3,"-3314.15","-29.98%",14799,"The Witcher 3: Wild Hunt","Singleplayer"
"January 2016",11053.46,"2086.86","+23.27%",23429,"The Witcher 3: Wild Hunt","Singleplayer"
"December 2015",8966.6,"2731.83","+43.82%",18536,"The Witcher 3: Wild Hunt","Singleplayer"
"November 2015",6234.78,"-1865.02","-23.03%",15187,"The Witcher 3: Wild Hunt","Singleplayer"
"October 2015",8099.79,"1840.75","+29.41%",20651,"The Witcher 3: Wild Hunt","Singleplayer"
"September 2015",6259.05,"-838.79","-11.82%",13733,"The Witcher 3: Wild Hunt","Singleplayer"
"August 2015",7097.83,"-3007.96","-29.76%",13948,"The Witcher 3: Wild Hunt","Singleplayer"
"July 2015",10105.8,"-12707.32","-55.70%",22148,"The Witcher 3: Wild Hunt","Singleplayer"
"June 2015",22813.12,"-29103.42","-56.06%",55408,"The Witcher 3: Wild Hunt","Singleplayer"
"May 2015",51916.54,"-","-",92268,"The Witcher 3: Wild Hunt","Singleplayer"
